delivery_id,order_id,delivery_status,delivery_time,rider_id
230,5463,Returned,23:11:52,18
231,4400,Returned,18:02:41,26
232,7881,Failed,23:45:52,16
233,4776,Cancelled,14:11:11,41
234,8221,Returned,14:16:21,12
235,1744,Cancelled,16:45:39,14
236,6209,Delivered,13:34:56,22
237,2638,Cancelled,23:53:04,42
238,5122,Returned,16:46:39,22
239,1902,Failed,12:40:09,46
240,2082,In Transit,22:28:16,35
241,5690,In Transit,18:41:21,3
242,6715,In Transit,10:00:23,20
243,4891,Delivered,14:35:07,20
244,8120,In Transit,21:03:57,46
245,6331,Failed,20:20:23,46
246,8865,In Transit,19:48:50,17
247,3801,Cancelled,16:59:49,10
248,8319,Delivered,15:58:09,43
249,224,In Transit,15:46:20,7
250,2029,Returned,17:48:57,46
251,3832,Picked Up,12:52:13,50
252,5675,Delivered,16:19:00,50
253,7141,Returned,10:34:46,1
254,2968,Cancelled,18:23:25,24
255,8280,Returned,18:13:34,25
256,8970,Cancelled,16:36:07,11
257,6564,In Transit,15:28:30,30
258,8471,Picked Up,17:06:34,30
259,3825,Returned,11:56:34,37
260,9784,Returned,17:59:44,24
261,2132,Cancelled,17:44:06,9
262,7974,In Transit,17:28:31,16
263,893,Failed,10:07:05,9
264,5373,Returned,16:14:47,30
265,6772,Cancelled,16:53:10,15
266,2278,Picked Up,16:31:47,17
267,5494,Picked Up,17:56:23,34
268,1987,Failed,23:22:16,24
269,5886,Failed,22:14:51,5
270,6574,Picked Up,12:16:06,48
271,7382,Cancelled,11:37:40,20
272,1889,Cancelled,19:13:44,24
273,3722,Cancelled,17:09:05,30
274,7532,In Transit,14:02:29,14
275,577,Returned,18:08:37,34
276,8480,Picked Up,18:26:52,18
277,3073,Returned,18:09:22,32
278,7194,Cancelled,13:16:29,43
279,8274,Delivered,10:42:17,46
280,6854,Returned,11:48:53,19
281,3598,Delivered,23:51:35,50
282,9400,Returned,21:28:55,26
283,8521,Cancelled,16:34:43,10
284,6635,Failed,15:21:43,23
285,5644,In Transit,13:56:56,50
286,9356,Cancelled,22:02:46,5
287,2538,Picked Up,17:14:29,30
288,3111,Failed,23:32:14,3
289,9996,Cancelled,14:26:12,11
290,9195,Returned,23:47:27,41
291,5850,Cancelled,23:13:38,33
292,2188,Failed,15:15:13,14
293,4516,Failed,18:08:36,1
294,5069,In Transit,11:42:22,20
295,7663,Delivered,19:35:23,29
296,3884,In Transit,14:31:18,46
297,1112,Picked Up,18:03:54,48
298,4097,Returned,21:55:17,44
299,8205,Failed,18:52:16,4
300,5176,In Transit,14:22:42,34
301,4961,Delivered,21:42:38,8
302,1130,In Transit,12:03:14,48
303,4321,Failed,20:35:10,30
304,7966,In Transit,16:14:09,32
305,9542,Returned,19:23:22,30
306,4081,Delivered,13:27:19,19
307,8761,Cancelled,12:02:07,44
308,104,Delivered,18:33:10,32
309,6688,Cancelled,22:56:33,19
310,2355,In Transit,16:12:28,7
311,816,Failed,22:51:56,10
312,1175,Returned,18:54:14,8
313,6496,Delivered,23:17:24,7
314,4031,In Transit,21:09:08,16
315,1440,Cancelled,16:19:10,36
316,775,Delivered,20:43:08,10
317,5866,Delivered,23:41:23,18
318,7907,Delivered,14:49:40,48
319,7022,Failed,21:31:15,49
320,2255,Failed,21:35:47,11
321,3584,Cancelled,18:29:39,3
322,3992,Returned,16:03:07,42
323,3776,In Transit,19:34:29,50
324,9957,Delivered,17:02:35,48
325,1745,Failed,16:48:24,47
326,6368,Failed,23:33:03,19
327,1415,Cancelled,16:02:04,10
328,4293,Failed,21:48:05,48
329,111,Cancelled,18:18:24,40
330,6634,Delivered,11:56:19,20
331,8404,In Transit,13:51:28,42
332,1222,Picked Up,15:30:43,22
333,2273,Picked Up,16:26:35,21
334,9720,Picked Up,23:38:43,27
335,2015,Failed,18:26:53,34
336,7612,Delivered,14:42:48,33
337,4482,Returned,14:51:48,36
338,5994,Returned,11:12:07,31
339,5450,Failed,18:15:10,24
340,3752,Picked Up,21:17:30,48
341,9753,Delivered,16:44:17,43
342,3187,Failed,12:06:56,3
343,4924,Failed,21:44:02,12
344,1772,Failed,14:47:05,39
345,5191,Delivered,22:55:40,5
346,1369,Returned,16:53:04,8
347,3405,Failed,23:14:00,29
348,9261,Cancelled,21:13:36,13
349,6997,Delivered,10:22:20,34
350,6955,Cancelled,11:20:28,35
351,6307,Returned,19:13:55,7
352,3167,Returned,18:39:21,32
353,7615,Returned,22:02:11,47
354,4087,Failed,11:35:12,26
355,159,Cancelled,22:08:15,38
356,9660,Delivered,14:08:10,19
357,84,Failed,12:16:31,9
358,9823,Failed,15:41:26,49
359,9054,Failed,17:51:16,29
360,2116,Returned,22:31:01,25
361,684,Delivered,23:32:13,21
362,2419,Picked Up,15:55:03,50
363,9015,In Transit,17:34:10,32
364,3578,Failed,11:12:04,3
365,9109,Returned,22:46:32,49
366,2724,Returned,22:43:50,5
367,8958,Delivered,12:13:29,9
368,3262,Cancelled,22:34:07,1
369,9301,Picked Up,20:56:50,18
370,2966,Failed,14:48:33,32
371,859,Returned,11:01:51,8
372,3397,Delivered,20:46:41,34
373,2702,In Transit,14:46:44,45
374,9062,Returned,22:47:58,37
375,1622,Delivered,20:10:25,31
376,8945,Delivered,20:35:25,44
377,1264,Returned,14:52:22,16
378,3072,Picked Up,22:46:12,45
379,7078,Failed,13:07:21,5
380,9881,Picked Up,23:52:20,1
381,1270,Picked Up,13:29:31,25
382,4207,Failed,20:27:02,30
383,9731,Picked Up,20:48:54,8
384,784,Cancelled,11:40:58,27
385,1782,Delivered,19:58:46,2
386,4887,Picked Up,19:15:59,2
387,7878,Cancelled,10:16:21,44
388,9389,In Transit,13:33:36,38
389,6612,Picked Up,20:11:49,46
390,718,Delivered,12:03:08,20
391,5512,In Transit,20:25:30,44
392,2968,Failed,14:22:03,5
393,5282,Cancelled,21:09:02,12
394,9122,Failed,20:04:57,27
395,7883,Picked Up,14:16:28,19
396,9490,Picked Up,23:40:15,5
397,3655,Cancelled,21:15:32,35
398,4696,Returned,15:47:17,43
399,2684,Picked Up,22:23:59,4
400,2262,Cancelled,16:34:28,17
401,1906,Failed,13:15:45,12
402,9879,Failed,21:55:49,21
403,782,Failed,10:06:10,47
404,9665,In Transit,11:21:25,7
405,9511,Cancelled,18:08:22,34
406,8999,In Transit,12:07:05,4
407,4538,Picked Up,14:27:13,13
408,6079,Returned,17:01:15,1
409,4400,Failed,20:53:25,4
410,2773,Returned,11:56:34,24
411,8264,Delivered,15:07:43,46
412,2662,Failed,16:05:55,20
413,1792,Picked Up,22:28:46,28
414,198,In Transit,19:58:45,41
415,4807,Failed,12:06:26,26
416,626,Delivered,10:34:23,30
417,6937,Cancelled,11:49:25,36
418,3041,In Transit,11:27:14,46
419,3133,Cancelled,20:33:22,34
420,7072,Picked Up,14:23:31,17
421,9484,Delivered,15:48:08,42
422,7555,Delivered,21:52:01,21
423,5165,Delivered,18:25:33,3
424,7556,In Transit,18:25:15,1
425,6025,In Transit,16:59:16,14
426,7646,Returned,19:56:30,37
427,322,In Transit,20:41:58,38
428,6147,Delivered,16:20:30,19
429,3645,Returned,16:22:37,30
430,1386,Picked Up,13:53:35,8
431,41,Failed,13:59:36,25
432,2595,Cancelled,15:28:23,12
433,9344,Cancelled,10:39:10,34
434,5061,Delivered,20:07:40,31
435,6520,Delivered,10:37:48,30
436,6624,Delivered,20:12:52,33
437,2679,Cancelled,18:22:21,50
438,4621,Cancelled,15:12:54,9
439,2883,Failed,10:53:09,44
440,6870,Picked Up,18:12:04,47
441,7294,Returned,13:36:06,11
442,5008,Cancelled,17:59:42,17
443,9664,Picked Up,11:51:05,40
444,5515,Delivered,18:11:59,48
445,1685,Returned,22:46:52,46
446,600,In Transit,10:38:06,48
447,2896,Failed,18:48:55,3
448,7856,Returned,16:09:38,50
449,5358,Delivered,10:57:06,24
450,7697,Failed,21:22:10,5
451,9238,In Transit,15:21:22,41
452,6596,Picked Up,16:34:44,31
453,5063,Picked Up,11:47:43,6
454,4411,Delivered,13:09:58,35
455,938,Picked Up,17:39:49,25
456,354,In Transit,18:45:59,48
457,6910,Picked Up,10:59:40,29
458,9829,Delivered,23:28:50,18
459,1803,Cancelled,10:23:19,40
460,4343,Failed,22:16:04,42
461,1518,Picked Up,23:24:58,31
462,3438,Picked Up,21:36:32,5
463,9369,Delivered,18:06:37,19
464,9276,Delivered,23:19:11,30
465,4022,Cancelled,16:07:03,26
466,8269,Failed,14:48:28,26
467,5697,In Transit,23:01:41,48
468,8784,In Transit,15:44:16,9
469,252,Delivered,14:53:53,24
470,5669,Picked Up,23:44:45,36
471,316,Delivered,12:47:48,46
472,3914,Delivered,16:38:55,25
473,9018,Delivered,19:48:38,32
474,5519,Failed,20:57:29,20
475,9009,In Transit,14:39:58,44
476,2408,Returned,20:14:19,11
477,6558,Failed,10:57:53,42
478,4304,Failed,19:16:05,18
479,7873,Failed,10:05:15,50
480,1559,Delivered,14:23:34,14
481,9305,Picked Up,19:00:38,29
482,8646,Failed,17:35:39,20
483,4435,Delivered,15:38:33,15
484,8401,In Transit,15:05:04,48
485,8995,Cancelled,18:32:30,20
486,4450,Cancelled,11:11:14,33
487,7290,Returned,19:53:54,49
488,758,In Transit,18:21:28,3
489,5117,In Transit,18:07:55,41
490,2162,Picked Up,16:02:14,42
491,5452,In Transit,19:30:10,48
492,1712,Picked Up,18:55:49,30
493,5580,Returned,10:51:19,1
494,1962,Delivered,20:01:20,19
495,8919,Delivered,20:28:35,34
496,294,Failed,10:02:31,25
497,1533,Delivered,11:48:23,36
498,2673,Cancelled,16:02:41,10
499,9765,Returned,19:20:18,24
500,3997,Delivered,18:20:50,22
501,4507,Cancelled,19:45:19,13
502,9452,In Transit,21:48:37,29
503,2159,In Transit,10:22:49,1
504,2948,Failed,23:58:44,17
505,2954,Delivered,10:26:23,27
506,683,Failed,13:30:54,49
507,5270,Picked Up,14:14:24,21
508,2913,Returned,14:01:15,50
509,3522,Failed,15:27:30,27
510,592,Picked Up,15:26:36,8
511,3241,Returned,12:07:06,11
512,3325,Picked Up,16:40:06,4
513,8587,Picked Up,17:46:54,25
514,483,Cancelled,15:44:11,38
515,1853,Cancelled,20:27:05,4
516,2950,Picked Up,13:58:54,23
517,7194,Cancelled,20:17:12,10
518,3233,Picked Up,10:20:47,12
519,3825,Picked Up,16:50:03,46
520,4617,Delivered,21:23:25,11
521,3428,Cancelled,10:53:04,30
522,3358,Delivered,19:44:31,4
523,4575,Failed,21:38:14,20
524,5976,Cancelled,10:47:02,15
525,7228,In Transit,12:01:59,17
526,4613,Returned,10:29:06,7
527,799,Cancelled,13:24:55,22
528,7012,Delivered,16:36:16,45
529,9109,In Transit,19:36:55,25
530,426,Returned,19:24:27,23
531,7012,Picked Up,11:50:58,24
532,3230,In Transit,21:41:03,48
533,6905,Returned,23:40:13,3
534,984,Delivered,10:16:33,8
535,8517,In Transit,20:25:19,33
536,6382,In Transit,10:09:36,5
537,4467,Delivered,12:40:30,49
538,6285,Picked Up,12:24:32,6
539,4094,Delivered,12:47:05,23
540,2927,In Transit,11:42:02,18
541,8121,Failed,11:39:46,45
542,2533,Picked Up,21:27:12,21
543,840,Returned,16:06:08,34
544,1782,Delivered,16:58:20,50
545,6673,In Transit,16:21:37,22
546,2039,Returned,14:01:54,23
547,9907,Failed,15:23:46,22
548,7399,Returned,10:50:07,43
549,7323,In Transit,14:19:05,49
550,9093,Cancelled,11:28:46,3
551,1022,Failed,19:06:03,47
552,1887,Returned,10:17:26,40
553,3483,In Transit,10:09:08,25
554,9955,Cancelled,10:59:53,37
555,2285,Picked Up,12:23:28,3
556,5048,Failed,18:33:10,10
557,9382,Returned,12:50:06,5
558,7682,Delivered,20:25:18,6
559,4272,In Transit,15:14:43,29
560,5202,Delivered,23:32:14,13
561,8522,Returned,16:07:07,25
562,7452,Picked Up,20:13:47,23
563,6080,Returned,15:57:43,38
564,2158,Delivered,13:37:43,2
565,7500,Returned,10:50:35,45
566,7005,Failed,16:10:11,18
567,831,In Transit,16:28:23,10
568,6789,Returned,15:23:05,26
569,4825,Cancelled,20:16:11,16
570,4658,Delivered,11:50:39,11
571,464,In Transit,18:05:13,22
572,8727,Returned,18:25:11,14
573,6021,Cancelled,16:00:57,15
574,2336,Cancelled,10:26:24,41
575,7642,Failed,21:59:11,38
576,357,In Transit,15:36:40,11
577,1620,In Transit,18:38:57,17
578,6013,Picked Up,19:36:12,46
579,4769,In Transit,22:54:45,36
580,1274,Cancelled,23:51:38,12
581,8835,Delivered,22:32:34,49
582,3060,Picked Up,23:15:51,24
583,1827,In Transit,23:47:28,21
584,1320,Picked Up,22:18:02,9
585,5676,Delivered,10:36:35,5
586,7705,Delivered,10:50:05,33
587,5156,Picked Up,20:38:39,19
588,2147,Delivered,17:29:58,20
589,1576,Picked Up,23:19:39,42
590,8244,In Transit,21:42:02,5
591,8906,Returned,15:39:15,47
592,7904,Returned,21:01:42,32
593,700,Delivered,22:42:44,6
594,5994,Picked Up,11:59:28,44
595,9269,Returned,19:56:05,23
596,6546,Cancelled,16:24:38,42
597,2013,Returned,15:41:25,18
598,3132,In Transit,21:16:53,9
599,9289,Returned,14:10:57,20
600,3948,Cancelled,22:18:44,9
601,3049,Picked Up,19:30:26,30
602,7575,Cancelled,12:34:14,5
603,5739,Delivered,17:04:51,20
604,8051,Failed,18:27:02,39
605,6239,In Transit,21:48:59,37
606,5717,Failed,22:35:33,3
607,4328,Picked Up,19:28:15,4
608,9103,Picked Up,10:41:24,36
609,9869,Delivered,15:58:40,2
610,7237,In Transit,19:45:16,27
611,9106,Cancelled,16:02:11,38
612,4910,Picked Up,11:24:10,25
613,9911,Cancelled,22:46:25,3
614,7268,In Transit,14:24:05,42
615,381,Delivered,10:56:19,3
616,9526,Picked Up,19:31:11,5
617,2568,Picked Up,11:19:05,26
618,2900,Failed,21:42:29,14
619,1526,Cancelled,17:02:08,21
620,4882,Picked Up,21:11:51,32
621,3074,Cancelled,23:20:15,10
622,7745,Returned,12:00:16,4
623,8214,Failed,14:16:27,38
624,6478,Failed,22:16:11,40
625,6279,In Transit,21:24:34,34
626,7613,Cancelled,18:33:46,32
627,1369,Failed,13:33:18,14
628,4910,Picked Up,14:07:16,37
629,2948,Delivered,13:31:37,27
630,9994,Failed,10:56:40,17
631,988,Returned,18:28:11,12
632,7543,Picked Up,19:19:30,42
633,5276,Picked Up,19:28:39,23
634,5959,Failed,15:57:03,18
635,4322,Cancelled,21:06:06,13
636,7128,Delivered,20:00:14,11
637,3090,Returned,23:33:38,17
638,2410,In Transit,13:30:16,47
639,3754,Failed,14:53:03,33
640,7487,Delivered,12:40:02,47
641,267,Delivered,19:55:18,12
642,6720,Picked Up,16:17:27,20
643,6254,Failed,18:19:43,39
644,1440,In Transit,14:38:22,48
645,7214,In Transit,15:26:28,33
646,7946,Delivered,23:34:39,48
647,6733,Picked Up,22:46:49,14
648,3176,Picked Up,21:51:03,8
649,3722,In Transit,16:37:49,46
650,6252,Picked Up,19:14:55,4
651,6925,Failed,15:08:59,41
652,9458,Failed,20:06:26,38
653,1832,Cancelled,18:00:10,1
654,7664,In Transit,18:05:29,12
655,6821,Picked Up,17:18:33,24
656,6157,Delivered,17:41:02,12
657,2241,Delivered,18:11:06,7
658,1930,In Transit,11:10:17,5
659,8368,Delivered,18:35:15,10
660,603,Cancelled,23:53:30,44
661,8793,Failed,21:53:51,9
662,1400,In Transit,19:11:34,22
663,1619,Delivered,10:15:04,2
664,1771,Picked Up,22:20:42,34
665,5826,Delivered,12:20:00,5
666,4473,In Transit,11:54:49,23
667,553,Failed,21:21:55,9
668,1362,Failed,12:46:08,9
669,1587,Cancelled,19:10:32,18
670,8581,Picked Up,22:41:01,12
671,9544,Cancelled,13:26:20,24
672,2583,Cancelled,18:18:44,13
673,7353,Returned,10:20:15,14
674,2347,In Transit,21:35:32,3
675,6708,Failed,17:03:36,12
676,1404,Delivered,10:13:14,39
677,9361,In Transit,12:56:20,36
678,4364,In Transit,10:03:05,37
679,5918,Returned,20:36:00,30
680,9927,Failed,17:38:11,29
681,1400,Picked Up,17:30:06,3
682,5494,Delivered,12:56:53,8
683,1275,Returned,14:00:32,34
684,9509,Cancelled,20:35:23,45
685,2718,Cancelled,16:01:37,7
686,206,Picked Up,15:54:23,21
687,3627,Cancelled,12:57:59,34
688,5671,Delivered,22:37:03,35
689,3509,In Transit,11:40:07,34
690,3708,Cancelled,19:07:51,26
691,2494,Picked Up,20:24:46,32
692,494,In Transit,17:07:18,10
693,8118,Delivered,11:47:38,28
694,8347,Cancelled,10:49:31,41
695,9752,Delivered,18:22:34,31
696,228,In Transit,15:29:20,30
697,1304,Picked Up,11:24:17,44
698,3176,Returned,10:25:25,31
699,7646,Picked Up,20:56:42,33
700,8861,Cancelled,18:34:06,32
701,6985,Returned,19:10:23,32
702,9292,Picked Up,23:53:56,42
703,2702,In Transit,17:29:58,42
704,2632,Failed,18:12:48,1
705,1195,Cancelled,21:03:03,21
706,3146,Failed,22:29:23,1
707,4947,In Transit,15:26:46,12
708,8935,Picked Up,20:18:20,11
709,6218,In Transit,15:29:59,7
710,6411,Failed,16:42:32,32
711,252,Cancelled,10:27:06,32
712,7525,Picked Up,22:48:56,30
713,9693,Picked Up,13:58:44,29
714,210,Returned,12:39:29,31
715,902,Returned,20:19:40,27
716,2288,Picked Up,11:25:59,27
717,6841,Failed,15:33:00,50
718,5726,Picked Up,15:26:19,34
719,9359,Returned,10:45:57,42
720,3942,Returned,11:39:39,28
721,353,Returned,16:47:32,49
722,8386,Cancelled,17:33:39,49
723,4949,Failed,19:02:25,7
724,5470,Delivered,19:04:25,43
725,7960,Returned,11:36:10,42
726,4585,Returned,16:26:16,43
727,569,Delivered,11:05:50,3
728,3434,Picked Up,11:15:18,9
729,5628,Failed,11:36:33,14
730,3719,Delivered,10:20:00,48
731,8401,Delivered,13:22:35,8
732,8862,Failed,15:08:15,12
733,8637,Failed,18:42:22,10
734,9349,In Transit,15:53:57,1
735,7019,Picked Up,23:36:10,36
736,8186,Delivered,21:29:42,23
737,4590,Delivered,22:13:59,49
738,1417,Failed,15:08:43,13
739,8021,Failed,21:51:19,42
740,2953,Failed,18:27:09,2
741,2526,Cancelled,21:00:31,46
742,8718,In Transit,11:23:27,46
743,4996,Cancelled,22:45:25,32
744,2993,Returned,18:58:48,24
745,2230,Cancelled,20:43:42,15
746,5735,Picked Up,14:04:40,16
747,87,Failed,22:56:22,31
748,7165,Returned,14:24:49,36
749,5550,Cancelled,17:02:47,38
750,5728,Returned,21:03:51,14
751,7497,Failed,14:31:18,14
752,9024,Returned,23:30:14,30
753,5607,Failed,19:12:42,9
754,9624,Failed,20:19:28,32
755,2201,Cancelled,18:17:04,45
756,8134,Returned,14:02:41,24
757,2761,Failed,16:18:37,15
758,854,In Transit,15:08:03,32
759,192,In Transit,22:20:08,23
760,7163,Delivered,18:33:03,8
761,4148,Cancelled,10:30:06,32
762,5884,Cancelled,13:43:27,30
763,4412,In Transit,16:51:27,39
764,6031,In Transit,12:25:47,7
765,9720,Returned,12:32:28,11
766,499,Failed,15:07:17,20
767,8666,Cancelled,16:19:59,5
768,8746,Returned,17:32:07,34
769,8372,Returned,14:18:01,19
770,7271,In Transit,23:59:12,10
771,1279,Returned,10:03:25,41
772,7901,Delivered,22:45:19,33
773,5425,Returned,12:04:02,21
774,5765,Delivered,11:51:53,8
775,7248,In Transit,14:27:55,7
776,4606,Failed,15:58:46,11
777,8190,Failed,21:09:50,6
778,7856,Failed,19:48:47,28
779,4992,Failed,16:35:22,30
